Date,Time,Price,Action,Position Type,Trade Price,Total Money,Total Point
2023-01-03,09:05:00,1003.4,Open,LONG,1003.4,40000000.0,
2023-01-03,10:30:00,1011.5,Close,None,1011.5,40763000.0,763000.0
2023-01-03,10:40:00,1013.6,Open,LONG,1013.6,40763000.0,
2023-01-03,11:20:00,1014.8,Close,None,1014.8,40836000.0,836000.0
2023-01-03,11:25:00,1015.0,Open,LONG,1015.0,40836000.0,
2023-01-04,09:45:00,1044.8,Close,None,1044.8,43769000.0,3769000.0
2023-01-04,10:10:00,1045.0,Open,LONG,1045.0,43769000.0,
2023-01-04,10:55:00,1047.4,Close,None,1047.4,43962000.0,3962000.0
2023-01-04,11:05:00,1045.7,Open,SHORT,1045.7,43962000.0,
2023-01-04,14:10:00,1044.4,Close,None,1044.4,44045000.0,4045000.0
2023-01-04,14:15:00,1048.0,Open,LONG,1048.0,44045000.0,
2023-01-05,10:25:00,1049.8,Close,None,1049.8,44178000.0,4178000.0
2023-01-05,10:45:00,1048.0,Open,SHORT,1048.0,44178000.0,
2023-01-05,13:25:00,1050.4,Close,None,1050.4,43891000.0,3891000.0
2023-01-05,13:25:00,1050.4,Open,LONG,1050.4,43891000.0,
2023-01-05,14:25:00,1054.2,Close,None,1054.2,44224000.0,4224000.0
2023-01-06,09:00:00,1051.4,Open,SHORT,1051.4,44224000.0,
2023-01-06,09:45:00,1054.7,Close,None,1054.7,43847000.0,3847000.0
2023-01-06,09:45:00,1054.7,Open,LONG,1054.7,43847000.0,
2023-01-06,10:50:00,1061.0,Close,None,1061.0,44430000.0,4430000.0
2023-01-06,11:00:00,1063.6,Open,LONG,1063.6,44430000.0,
2023-01-06,13:20:00,1059.4,Close,None,1059.4,43963000.0,3963000.0
2023-01-06,13:20:00,1059.4,Open,SHORT,1059.4,43963000.0,
2023-01-09,09:20:00,1058.5,Close,None,1058.5,44006000.0,4006000.0
2023-01-09,09:20:00,1058.5,Open,LONG,1058.5,44006000.0,
2023-01-09,10:40:00,1059.7,Close,None,1059.7,44079000.0,4079000.0
2023-01-09,10:55:00,1061.0,Open,LONG,1061.0,44079000.0,
2023-01-09,13:05:00,1057.0,Close,None,1057.0,43632000.0,3632000.0
2023-01-09,13:05:00,1057.0,Open,SHORT,1057.0,43632000.0,
2023-01-09,13:50:00,1056.5,Close,None,1056.5,43635000.0,3635000.0
2023-01-09,13:55:00,1053.7,Open,SHORT,1053.7,43635000.0,
2023-01-10,09:35:00,1057.8,Close,None,1057.8,43178000.0,3178000.0
2023-01-10,09:35:00,1057.8,Open,LONG,1057.8,43178000.0,
2023-01-10,09:50:00,1053.1,Close,None,1053.1,42661000.0,2661000.0
2023-01-10,09:50:00,1053.1,Open,SHORT,1053.1,42661000.0,
2023-01-10,11:15:00,1050.8,Close,None,1050.8,42844000.0,2844000.0
2023-01-10,11:25:00,1050.2,Open,SHORT,1050.2,42844000.0,
2023-01-10,13:15:00,1053.9,Close,None,1053.9,42427000.0,2427000.0
2023-01-10,13:15:00,1053.9,Open,LONG,1053.9,42427000.0,
2023-01-10,14:00:00,1054.7,Close,None,1054.7,42460000.0,2460000.0
2023-01-10,14:05:00,1054.3,Open,SHORT,1054.3,42460000.0,
2023-01-10,14:10:00,1059.0,Close,None,1059.0,41943000.0,1943000.0
2023-01-10,14:10:00,1059.0,Open,LONG,1059.0,41943000.0,
2023-01-10,14:20:00,1054.3,Close,None,1054.3,41426000.0,1426000.0
2023-01-10,14:20:00,1054.3,Open,SHORT,1054.3,41426000.0,
2023-01-11,09:00:00,1062.6,Close,None,1062.6,40549000.0,548999.9999999999
2023-01-11,09:00:00,1062.6,Open,LONG,1062.6,40549000.0,
2023-01-11,11:20:00,1069.3,Close,None,1069.3,41172000.0,1172000.0
2023-01-11,13:00:00,1070.9,Open,LONG,1070.9,41172000.0,
2023-01-11,13:25:00,1068.1,Close,None,1068.1,40845000.0,845000.0
2023-01-11,13:25:00,1068.1,Open,SHORT,1068.1,40845000.0,
2023-01-12,09:00:00,1065.9,Close,None,1065.9,41018000.0,1018000.0
2023-01-12,09:00:00,1065.9,Open,LONG,1065.9,41018000.0,
2023-01-12,10:20:00,1063.0,Close,None,1063.0,40681000.0,681000.0
2023-01-12,10:20:00,1063.0,Open,SHORT,1063.0,40681000.0,
2023-01-12,13:50:00,1060.0,Close,None,1060.0,40934000.0,934000.0
2023-01-12,14:00:00,1062.4,Open,LONG,1062.4,40934000.0,
2023-01-12,14:10:00,1058.3,Close,None,1058.3,40477000.0,477000.00000000006
2023-01-12,14:10:00,1058.3,Open,SHORT,1058.3,40477000.0,
2023-01-13,09:00:00,1070.6,Close,None,1070.6,39200000.0,-800000.0000000002
2023-01-13,09:00:00,1070.6,Open,LONG,1070.6,39200000.0,
2023-01-13,09:50:00,1072.4,Close,None,1072.4,39333000.0,-667000.0000000002
2023-01-13,09:55:00,1072.7,Open,LONG,1072.7,39333000.0,
2023-01-13,11:15:00,1069.8,Close,None,1069.8,38996000.0,-1004000.0000000002
2023-01-13,11:15:00,1069.8,Open,SHORT,1069.8,38996000.0,
2023-01-16,10:50:00,1067.2,Close,None,1067.2,39209000.0,-791000.0000000002
2023-01-16,10:55:00,1068.2,Open,LONG,1068.2,39209000.0,
2023-01-17,10:25:00,1084.8,Close,None,1084.8,40822000.0,822000.0
